0,1,2
drenc,n, drink
drencan,v, to make somebody drink
drenccuppe,n, drinking vessel
dreng,n, warrior
dreogan,v, to do
dreopan,v, to drop
dreor,n, gore
dreorig,adj, sad
dreorignes,n, dreariness
dreosan,v, to fall
drepan,v, to strike
drepe,n, a stroke
drieman,v, to rejoice
drifan,vt, to drive
drihtenlic,adj, belonging to the lord
drihtlice,n, a lady
drincan,v, to drink
drof,adj, draffy
droflic,adj, agitated
dropa,n, drop
dropian,v, to drop
drugaþ,n, dryness
druh,n, dust
druncen,adj, drunk
druncnian,vi, to be drunk
drusian,vi, to immerse
dry,n, a sorcerer or magician
drycræft,n, magic
drygan,v, to dry
dryge,adj, dry
dryht,n, troop
dryhten,n, lord
dryhtguma,n, warrior
drync,n, drink
drægnet,n, dragnet
duce,n, duck (bird)
dufan,v, to dive
dugan,v, to avail
duguþ,n, band of warriors
dumb,adj, mute
dumbnes,n, muteness
dun,n, hill
dung,n, dungeon
dunn,adj, brown
durran,v, to dare
duru,n, a door
dust,n, dust
dustsceawung,n, viewing or contemplation of dust
dwealde,v, third-person and first-person singular past indicative 
dwelan,v, to be lead astray
dwelian,v, to err
dwellan,v, to mislead
dwelle,v, first-person singular present indicative 
dweorg,n, dwarf
dwild,n, error
dwimor,n, phantom
dwinan,v, to waste away
dwola,n, error
dwolcræft,n, foolish craft
dwolma,n, chaos
dwolmann,n, heretic
dwæs,adj, stupid
dwæscan,v, to extinguish
dyfan,v, to dive
dyhtig,adj, doughty
dyncge,n, dung
dyne,n, din
dynnan,vi, to make a noise
dynt,n, blow
dyppan,v, to dip
dysig,adj, foolish
dæd,n, action
dædbana,n, an evil-doer
dædhata,n, persecutor
dæfte,adj, accommodating
dæg,n, day
dæge,n, female servant
dægfeorm,n, a portion of food for a day
dæglic,adj, daily
dægmæl,n, mechanism for telling time
dægred,n, dawn
dægsceald,n, a dayshield
dægsteorra,n, daystar
dægweorc,n, a day's work
dæl,n, part
dælan,v, to share
dælde,v, third-person and first-person singular preterite 
dæle,n, dative singular 
dælniman,v, to participate
dælnimend,n, participant
ea,n, river
eaca,n, addition
eacan,v, to be increased or enlarged
eacen,adj, increased
ead,n, happiness
eadan,v, to give
eaden,adj, granted
eadig,adj, happy
eafora,n, son
eaforan,n, plural of eafora
eafoþ,n, strength
eagduru,n, window
eage,n, eye
eagæppel,n, eyeball
eagþyrel,n, window
eahta,n, eight
eahtafeald,adj, eightfold
eahtian,v, to deliberate
eald,adj, old
ealdbacen,adj, stale
ealdfæder,n, grandfather
ealdmodor,n, grandmother
ealdnes,n, oldness
ealdor,n, elder
ealdorleas,adj, leaderless
ealdormann,n, a leader
ealgian,v, to protect
ealh,n, temple
eall,adj, all
eallic,adj, universal
ealu,n, beer
ealuhus,n, place where beer is sold and consumed
eam,n, uncle [especially maternal]
ear,n, sea
earclænsend,n, little finger
eard,n, homeland
eardian,v, to occupy
eardiend,n, an inhabitant
eardiendlic,adj, inhabitable
eardung,n, the act of living or dwelling
eare,n, ear (organ of hearing)
earfoþdæde,adj, hard to do
earfoþe,n, work
earfoþhwil,n, Hard time
earfoþnes,n, difficulty
earfoþþrag,n, time of trouble
earg,adj, cowardly
earh,adj, cowardly
earhring,n, earring
earlæppa,n, ear lobe
earm,n, arm
earmcearig,adj, wretched
earmheort,adj, faint-hearted
earmhread,n, arm ornament
earn,n, eagle
earnian,v, to deserve
ears,n, butt
earsþyrel,n, asshole
earwicga,n, an earwig or worm
east,n, the east
eastermonaþ,n, April
easterne,adj, eastern
eastre,n, Easter
eastream,n, water stream
eastreamyþ,n, a river-flood
eaxl,n, shoulder
eaxlegespann,n, crosspiece
eaþbede,adj, exorable
eaþbene,adj, exorable
eaþdæde,adj, easy to do
eaþe,adj, easy
eaþmed,n, humility
eaþmedan,v, to humble
eaþmod,adj, humble
eaþmodheort,adj, humble-minded
eaþmodian,v, synonym of ġeēaþmōdian
eaþmodig,adj, humble
eaþmodlic,adj, humble
eaþmodnes,n, humility
ece,n, ache
ecg,n, edge (of a cutting tool or weapon)
ecnes,n, eternity
edcenning,n, regeneration
edcierr,n, a return
edcwic,adj, restored to life
edcwician,v, to requicken
edgeong,adj, rejuvenated
edgild,n, repayment
edischenn,n, quail
edlesendlic,adj, reciprocal
edlæcan,v, to repeat
edlæcung,n, a repetition
edor,n, enclosure
edstaþelian,v, to establish again
edstaþeliend,n, a restorer
edstaþelig,adj, strong
edwenden,n, change
edwist,n, being
efel,adj, bad
efen,adj, even
efenbyrde,adj, of equal birth
efencempa,n, a fellow-soldier
efeneardian,v, to dwell together
efenhleoþor,n, singing together
efenhleoþrian,v, to sing together
efenhleoþrung,n, singing together
efenlic,adj, equal
efenlicnes,n, equality
efenmetan,v, to compare
efenniht,n, equinox
efenscyldig,adj, equally-guilty
efensecgan,vi, to agree
efenwyrcan,v, to cooperate
efenwyrcung,n, cooperation
efenwyrhta,n, coworker
efes,n, eaves
efesian,v, to cut
efete,n, a newt or lizard
efnan,v, to carry out
efor,n, boar
efstan,v, to hurry
eftcierran,v, to return
eftgian,v, to repeat
efthweorfan,v, to turn back or return
ege,n, fear
egesa,n, fear or terror
egesian,v, to terrify
eglan,v, to trouble
egle,adj, hideous
egsode,v, third-person and first-person singular preterite 
ehtan,v, to chase
ehtend,n, pursuer
el,n, el
ele,n, oil
elebeam,n, olive tree
eleberge,n, olive
elfen,n, a female elf
ellen,n, strength
ellencampian,v, to contend vigorously
eln,n, ell
elnboga,n, elbow
elp,n, elephant
elpenbænen,adj, ivory
elpend,n, elephant
elpendban,n, ivory
elreord,adj, foreign speech
elreordig,adj, foreign-speaking
elþeod,n, foreign land
elþeodig,adj, foreign
ende,n, end
endedæg,n, final day
endeleas,adj, endless
endeleasnes,n, infinity
endesæta,n, coastguard
endian,v, to end
ened,n, duck (aquatic bird of the family Anatidae)
engel,n, angel
engellic,adj, angelic
ent,n, giant
entisc,adj, giant
eode,v, third-person and first-person singular preterite 
eofor,n, boar
eoforlic,n, boar image
eoforþring,n, the constellation of Orion
eoh,n, horse
eolet,n, sea voyage
eolh,n, elk
eolhsand,n, amber
eorcnan,adj, precious
eorcnanstan,n, precious stone
eored,n, a cavalry
eorl,n, Anglo-Saxon of noble rank
eornost,n, earnestness
eorp,adj, dark
eorþbeofung,n, earthquake
eorþberige,n, strawberry
eorþcræft,n, geometry
eorþe,n, ground
eorþern,n, earthen place
eorþfæt,n, an earthen vessel
eorþifig,n, ground ivy
eorþlic,adj, earthly
eorþling,n, farmer
eorþnafola,n, asparagus
eoten,n, giant
eotenas,n, plural of eoten
eowu,n, ewe
erian,v, to plough
erschenn,n, quail
esol,n, donkey
essian,vt, to waste
est,n, consent
etan,v, to eat
eþel,n, one's native country
eþelboda,n, a native preacher
eþeldream,n, joy from one's homeland
eþeleard,n, native dwelling
eþelfæsten,n, a country's fastness
eþelland,n, native land
eþelleas,adj, countryless
eþelmearc,n, the boundary of a country
eþelrice,n, native realm
eþelriht,n, the right of a country
eþelstaþol,n, native settlement
eþelstol,n, native seat or dwelling
eþelstow,n, dwelling-place
eþelturf,n, home turf
eþelweard,n, guardian of the homeland
eþelwynn,n, joy of country
eþelþrym,n, the native country's dignity
eþian,v, to breathe
facentacen,n, false sign
facian,v, to obtain
facn,n, deceit
fadian,v, to arrange
fagettan,v, to change color
fah,adj, guilty
fals,n, falsehood
fam,n, foam
fana,n, flag
fandian,v, to try
fang,n, plunder
fanu,n, synonym of fana
faran,v, to go
faroþ,n, tide
faru,n, a journey or going
faþe,n, father's sister
faþu,n, father's sister
fealcen,n, falcon [bird]
feald,n, occasion
fealdan,v, to fold
fealg,n, fallow
fealh,n, pipe
feallan,v, to fall
fealle,n, trap
fealu,adj, yellow
fealwian,v, to grow yellow
fearh,n, piglet
fearn,n, fern
fearr,n, bull
feasceaft,adj, destitute
feaw,adj, few
feax,n, hair (on the head)
feaxnett,n, hairnet
feccan,v, to fetch
fedan,v, to feed
fefor,n, fever
fegan,v, to join
feht,n, woolen fleece
fela,adj, much
felafeald,adj, manifold
felahror,adj, very active
felan,v, to feel
feld,n, field
felda,n, genitive plural 
feldbeo,n, a field-bee
feldlic,adj, fieldlike
feldmore,n, parsnip
feldswamm,n, a field mushroom
feldwyrt,n, fieldwort
feldælfen,n, woodnymph
fell,n, fell
fellen,adj, made of skin
felt,n, felt
feltwurma,n, wild marjoram
feltwyrt,n, mullein
fenester,n, window
fengel,n, lord
fenix,n, phoenix (mythical bird)
fenlic,adj, fenlike
fenn,n, fen
fennig,adj, fenny
feogan,v, to hate
feoh,n, money
feohern,n, treasury
feohgift,n, treasure-giving
feoht,n, fight
feohtan,v, to fight
feohtlac,n, fighting
feolan,v, to reach
feond,n, enemy
feondlic,adj, hostile
feondræden,n, enmity
feondscipe,n, hostility
feorbuend,n, foreigner
feorh,n, life
feorhbealo,n, mortal evil
feorhscyldig,adj, life-guilty
feorhweard,n, mortal protection
feorm,n, food
feormeham,n, farm
feormere,n, one who supplies with food
feormian,v, to cleanse
feornes,n, farness
feorr,adj, far
feorran,v, to remove
feorsian,v, to exceed
feortan,v, to fart
feorweg,n, a distant path
feowerfeald,adj, fourfold
feran,v, to go
ferhþ,n, life
ferian,v, to take
ferræden,n, society
fers,n, verse
fersc,adj, fresh
fet,n, plural of fōt
fetel,n, fettle
feter,n, a fetter
fetian,v, to fetch
feþer,n, a feather
feþerbære,adj, feathered
fic,n, a fig or fig tree
fician,v, to deceive
ficol,adj, deceitful
fictreow,n, fig tree
fieldestol,n, folding chair
fiell,n, a fall
fiellan,v, to fell
fierd,n, a national army
fierdfæreld,n, military expedition or service
fiersn,n, heel
fifealde,n, butterfly
fifel,n, monster
fifelcynn,n, monsterkind
fiffeald,adj, fivefold
filmen,n, membrane
fina,n, woodpecker
finc,n, a finch
findan,v, to find
findig,adj, capable
finger,n, finger
fingerdocce,n, finger muscles
fingeræppel,n, date
finn,n, fin
finta,n, tail
finul,n, fennel
firen,n, crime
firendæd,n, wicked deed
firenfull,adj, sinful
firengeorn,adj, sinful
firenhycga,n, a person with sinful ideas
firenhycge,n, adulteress
firenian,v, to sin
firenleahtor,n, Great sin
firenlic,adj, sinful
firenligerian,v, to fornicate
firenlust,n, sinful lust
firensynn,n, gross sin
firensynnig,adj, sinful
firentacen,n, mark of sin
firentacnian,v, to pollute with sin
firgen,n, mountain
fisc,n, fish
fiscere,n, fisherman
fiscian,v, to fish
fisclacu,n, fishpond
fiscoþ,n, fishing
fitt,n, song
fiþerbære,adj, bearing feathers
fiþere,n, wing
fiþerfete,adj, four-footed
fiþerian,v, to give wings to
fiþerleas,adj, wingless
flacor,adj, flying
flan,n, a barb
flanhræd,adj, swift as an arrow
flaniht,adj, dart
flanþracu,n, thrust of an arrow
flasce,n, flask
fleah,n, flea
fleam,n, escape
flean,v, to flay
fleard,n, fraud
fleardere,n, one who acts wantonly or with (wicked) folly
fleax,n, linen
fleaxen,adj, flaxen
fleo,n, a white spot in the eye
fleogan,v, to fly (like a bird)
fleoge,n, a fly
fleogenda,n, a bird
fleohtan,v, to weave
fleon,v, to flee
fleos,n, fleece
fleotan,v, to float
flet,n, the floor
fletgefeoht,n, fighting within a house
flett,n, the floor
flewsa,n, flow
flicorian,v, to move ones wings
fliema,n, fugitive
fliete,n, cream
flitan,vi, to strive
flocc,n, flock
flod,n, flowing of the tide
flodyþ,n, a flood-wave
flor,n, the floor or ground
florstan,n, floor stone
flota,n, sailor
flotian,v, to float
flowan,v, to flow
flugol,adj, swift
flyht,n, flight (the act of flying)
flæsc,n, flesh
flæscmete,n, meat
fneosan,v, to sneeze
fnora,n, a sneeze
fnæd,n, fringe
fnæs,n, fringe
fnæst,n, breath
foda,n, food
fodor,n, fodder
fola,n, foal
folc,n, a people
folcgefeoht,n, a battle of peoples
folcland,n, land of the folk or people
folclar,n, popular instruction
folclic,adj, folklike
folcræden,n, law of a nation or of a people
folcstede,n, public place
foldbold,n, house
foldbuend,n, one who lives on the land
folde,n, land
folgian,v, to follow
folm,n, hand
fon,v, to catch
for,n, journey
forbeodan,v, to forbid
forberan,v, to abstain
forberstan,v, to burst asunder
forbindan,v, to bind or tie up
forbirnan,vi, to burn (completely): burn down
forbitan,v, to bite up
forblawan,v, to blow away
forbod,n, a forbidding
forboden,adj, forbidden
forbrecan,v, to break up
forbugan,v, to avoid
forbugennes,n, avoidance
forbærnan,vt, to burn (completely): burn down
forca,n, fork
forcel,n, a pitchfork
forceorfan,v, to cut or carve out or away
forcierrednes,n, perversity
forcippian,v, to cut off
forclingan,v, to shrink up
forcuman,v, to overcome
forcweþan,v, to rebuke
forcyrran,v, to turn against
forcyrring,n, turning aside
ford,n, ford
fordeman,v, to condemn
fordon,v, to kill
fordragan,v, to endure
fordrencan,v, to get someone drunk
fordrifan,v, to drive away
fordrincan,v, to make drunk
fordrugian,v, to dry up
fordruncnian,v, to make drunk
fordwinan,v, to dwindle
fordælan,v, to deal out
forealdian,v, to grow or wax old
foreberan,v, to bear before
forebisen,n, example
forebisgian,v, to preoccupy
forebodian,v, to announce
foreceorfan,v, to cut off the front of
forecuman,v, to come forth
forecweþan,v, to foretell
foredeman,v, to prejudge
forefon,v, to anticipate
foregan,v, to precede
foregangan,v, to forego
foregenga,n, predecessor
foregengel,n, a forerunner or predecessor
forelar,n, preaching
forelocc,n, a forelock
forelædan,v, to lead forth
foremearcod,adj, fore-noted
foremearcung,n, a chapter heading
forenama,n, pronoun
foresceawian,v, to foresee
foresceawung,n, a foreshowing
foresecgan,v, to say beforehand
foresendan,v, to send before
foreseon,v, to see beforehand
foresetnes,n, proposition
foresettan,v, to set or put before
foresmeagan,v, to premeditate
forespræc,n, a forespeech
forestandan,v, to stand before
foresteall,n, intervention
foresteppan,v, to step or come before
foresægdnes,n, preface
foretacen,n, a presage
forewarnian,v, to forewarn
foreweard,adj, forward
forewitan,v, to foreknow
forewittig,adj, foreknowing
forewritan,v, to proscribe
foreþencan,v, to think beforehand
foreþingian,v, to defend
forfaran,v, to go or pass away
forfon,v, to take as forfeit
forgan,v, to abstain from
forgangan,v, to forgo
forgiefan,v, to give
forgiefendlic,adj, dative
forgieldan,v, to repay
forgieman,v, to neglect
forgiemeleasian,v, to neglect entirely
forgiemeleasnes,n, carelessness
forgietan,v, to forget
forgifnes,n, forgiveness
forgnagan,v, to gnaw or eat up
forgripan,v, to grasp or seize
forgrowan,v, to grow up
forgyrdan,v, to girdle
forhabban,vt, to hold in
forhatan,v, to promise or vow not to do
forhatena,n, ill-named or reprobate person
forhealdan,v, to keep or hold back (something)
forheardian,v, to harden
forhelan,v, to hide away
forhierdan,v, to harden against
forhweorfan,v, to pass away or be destroyed
forhycgan,v, to despise
forhydan,v, to hide
forleosan,v, to lose
forlicgan,v, to lie wrongly with
forliden,adj, shipwrecked
forlidennes,n, shipwreck
forliger,n, adultery
forligerhus,n, a brothel
forliþan,v, to shipwreck
forlædan,v, to seduce
forlæran,v, to misteach
forlætan,v, to leave
forma,adj, first
forman,adj, accusative singular feminine and masculine 
formeltan,v, to melt away
formest,adj, first
forn,n, trout
forniman,v, to take away
forrædan,v, to deprive of by treachery
forsacan,v, to oppose
forsace,v, first-person singular present indicative 
forsceadan,v, to scatter
forscrihan,v, to resign
forscrincan,v, to shrink up
forscyldig,adj, very guilty
forscyldigian,v, to make or become guilty
forscyttan,v, to shut off or out
forsecan,v, to punish
forsecgan,v, to say wrongly
forsellan,v, to give up
forsendan,v, to send away
forseon,v, to overlook
forseoþan,v, to boil or seethe away
forsettan,v, to stop up
forsittan,v, to delay
forslawian,v, to be slow or unwilling
forslean,v, to break
forspendan,v, to spend utterly
forspillan,v, to destroy
forsprecan,v, to speak against
forstandan,v, to stand for
forstelan,v, to steal away
forstoppian,v, to stop up
forswelgan,v, to swallow up
forswerian,v, to swear falsely
forswiþan,v, to overcome
forteon,v, to draw away
fortredan,v, to tread upon
forweaxan,v, to overgrow
forwemman,v, to defile
forwenan,v, to overween
forweorpan,v, to cast away
forweorþan,v, to perish
forwlencan,v, to exalt
forwrecan,v, to drive out
forwritan,v, to cut asunder
forwundian,v, to wound badly
forwyrcan,v, to work wrongfully
forþberan,v, to carry or bear forth
forþbringan,v, to bring forth
forþcuman,v, to come forth or forward
forþfaran,v, to go or fare forth
forþferan,v, to die
forþferde,v, third-person and first-person singular past indicative 
forþflowan,v, to flow forth
forþgan,v, to go forth
forþgang,n, a going forth
forþgangan,v, to go forth
forþgeriman,v, to count up
forþgesceaft,n, the world
forþgestigan,v, to go forward
forþgewitan,v, to go forth
forþingian,n, to intercede
forþlædan,v, to lead or bring forth
forþrysmian,vt, to choke
forþscype,n, progress
forþsendan,v, to send forth
forþsprecan,v, to speak forth
forþteon,v, to lead forth
fot,n, a foot
fotlic,adj, on foot
fotscamol,n, footstool
fotwielm,n, sole of the foot
fox,n, fox
foxhol,n, foxhole
framacyrran,v, to turn away or from
framateon,v, to draw away from
frambugan,v, to turn from
framcierran,v, to turn from
framcynn,n, offspring
framfæreld,n, departure
framhweorfan,v, to turn from
framian,v, to avail
franca,n, lance
frea,n, lord
freadrihten,n, lord
frec,adj, greedy
frecen,n, danger
frecgan,v, to ask
fredan,v, to feel
frefran,v, to comfort
freht,n, inquiry
fremda,adj, nominative singular masculine weak 
fremdan,adj, accusative singular masculine and feminine weak 
fremde,adj, foreign
freme,adj, vigorous
fremedlæcan,v, to alienate
fremman,v, to do
freo,adj, free
freod,n, peace
freodom,n, freedom
freogan,v, to free
freolac,n, oblation
freolic,adj, free
freols,n, freedom
freolsian,vt, to observe or keep a holy day
freolsiend,n, a deliverer
freond,n, friend
freondlar,n, friendly instruction
freondlaþu,n, a friendly invitation
freondleas,adj, friendless
freondlic,adj, friendly
freondræden,n, friendship
freondscipe,n, friendship
freosan,v, to freeze
fretan,v, to devour
fricca,n, crier
fricgan,v, to inquire
frician,v, to desire
friclu,n, appetite
fricu,n, use
frigedæg,n, Friday
frignan,v, to ask
frigu,n, love
friþ,n, peace
friþaþ,n, peace oath
friþhus,n, safehouse
friþleas,adj, peaceless
friþlic,adj, peaceable
friþotacen,n, symbol for peace
friþsum,adj, peaceful
friþsumian,v, to make peaceable
frocga,n, frog
frod,adj, wise
frofor,n, comfort
froforgast,n, the Holy Ghost
from,adj, bold
frosc,n, frog
frost,n, frost
frowe,n, woman
fruma,n, beginning
frumcynn,n, original kind
frumcyrr,n, a first turn or time
frumlida,n, the captain of a ship
frumsceaft,n, creation (abstract concept or created thing)
frymþ,n, beginning
fræfel,adj, saucy
frægn,n, question
frægning,n, asking
frætwe,n, treasures
fuglere,n, fowler
fugol,n, bird
fuht,adj, moist
ful,adj, foul (dirty
fuldon,v, to do fully
fulfremed,adj, perfect
fulfremednes,n, perfection
fulgenihtsum,adj, very abundant
fulian,v, to foul
full,adj, full
fullfyllan,v, to fulfill
fulnes,n, foulness
fultum,n, help
fultumian,vt, to prop up
fultumleas,adj, without help
fulwian,v, to baptize
fulwiht,n, baptism
fulwihtian,v, to baptize
fundian,v, to set out
fus,n, a hastening
fyhtan,v, to moisten
fylan,v, to defile
fylgan,v, synonym of folgian
fyllan,v, to fill
fyllu,n, one's fill
fylþ,n, filth
fyndel,n, invention
fyr,n, fire
fyrdrinc,n, warrior
fyrdsearu,n, armour
fyrdwite,n, fine for refusing military service
fyren,adj, fiery
fyrenþearf,n, dire distress
fyrenþearfe,n, plural of fyrenþearf
fyrgengat,n, mountain goat
fyrhtu,n, fright
fyrhus,n, a firehouse
fyrhþ,n, forest
fyrhþe,n, forest
fyrn,adj, ancient
fyrst,n, time
fyrstan,n, firestone
fyrtorr,n, lighthouse
fyrwit,n, curiosity
fysan,v, to send forth
fysian,v, to drive away
fyst,n, the fist
fyxen,n, female fox
fæc,n, a division
fæcele,n, torch
fæcne,adj, deceitful
fæder,n, father
fædera,n, father's brother
fæderen,adj, paternal
fæderland,n, paternal land
fæderleas,adj, fatherless
fæderlic,adj, father
fæderrice,n, a paternal kingdom
fægan,v, to paint
fæge,adj, fated to death
fægen,adj, joyful
fæger,adj, beautiful
fægernes,n, beauty
fægerost,adj, superlative of fæġer: fairest
fægerra,adj, comparative of fæġer
fægnian,v, to be glad
fæhþ,n, enmity
fæhþu,n, enmity
fæla,adj, accusative and nominative feminine plural strong 
fæle,adj, faithful
fælsian,v, to cleanse
fæmne,n, virgin
fæmnhad,n, virginity
fær,n, sudden danger
færbu,n, colour
færeld,n, going
færeldboc,n, itinerary
færgripe,n, sudden attack
færgryre,n, sudden horror
fæs,n, fringe
fæsl,n, offspring
fæst,adj, firm
fæstan,v, to fast
fæsten,n, fortress
fæstnes,n, fastness
fæstnian,v, to fasten or fix
fæstnung,n, a fastening
fæt,n, vessel
fætels,n, a bag
fætnes,n, fatness
fætt,adj, fat
fæþm,n, the outstretched arms
gaderian,v, to bring together
gaderung,n, a gathering
gafol,n, gift
gafolrand,n, a line
gafolræden,n, tax
gal,adj, wanton
galan,v, to sing
galdor,n, song
galdre,n, wizard
galfull,adj, lustful
gamen,n, game
gamenian,v, to entertain or enjoy oneself
gamol,adj, old
gan,v, to go
gang,n, going
gangan,v, to go
gangere,n, a ganger
gangern,n, latrine
gangweg,n, a passageway
ganot,n, gannet
ganra,n, gander
gar,n, spear
garas,n, plural of gār
garleac,n, garlic
garsecg,n, ocean
gast,n, spirit
gastbana,n, destroyer of souls
gastberend,n, a soul-bearer
gastcund,adj, spiritual
gastgedal,n, the parting between body and soul
gastgifu,n, a spiritual gift
gastleas,adj, lifeless
gastlic,adj, spiritual
gastsunu,n, a spiritual son
gat,n, goat
gathierde,n, a goatherd
geac,n, cuckoo
geagnian,v, to own
geagniendlic,adj, owning
geahl,n, jowl
gealga,n, gallows
gealla,n, gall
geancyrr,n, a return
geanhweorfan,v, to turn again
geanian,v, to unite
geanlæcan,v, to make one
geap,adj, crooked
gear,n, year
gearcian,v, to prepare
geard,n, enclosure
geardagas,n, olden days
gearlic,adj, yearly
gearn,n, yarn
gearu,adj, ready
gearwe,n, yarrow
gearwian,v, to prepare
gearwung,n, preparation
geascian,v, to discover
geat,n, gate
geatan,v, to grant
geatolic,adj, splendid
geatwa,n, equipment
gebannan,v, to order
gebeacnian,v, synonym of bīecnan
gebeagian,v, to crown
gebed,n, prayer
gebedda,n, bedfellow
gebeodan,v, to command
gebeor,n, a drinking companion
gebeorc,n, barking
gebeorg,n, a mountain
gebeotian,v, to promise
geberan,v, to bear
gebetan,v, to fix
gebeterian,v, to better
gebetung,n, a bettering
gebidan,v, to wait
gebiddan,v, to pray
gebigednes,n, a bending
gebindan,v, to bind
gebland,n, a mixture
geblandan,v, to blend
geblissian,v, to make happy
geblowan,v, to flourish
gebod,n, command
gebodian,v, to announce
gebrecan,v, to destroy
gebringan,v, to produce
gebrucan,v, to enjoy
gebugan,vi, to bow (down)
gebur,n, inhabitant
gebygan,v, to cause to bend
gebyrd,n, birth
gebyrddæg,n, birthday
gebyrde,adj, inborn
gebyrian,v, to happen
gebæc,n, anything baked
gecanc,n, a mock
gecennan,v, to beget
geceosan,v, to choose
gecid,n, strife
gecidan,v, to chide
geciegan,v, to call upon
geciegendlic,adj, calling
gecierran,vt, to turn back
gecierrednes,n, conversion
geclofa,n, counterpart of a document
gecnawan,v, to know
gecnos,n, knocking together
gecnyssan,v, to press
gecnyttan,v, to tie or fasten to
gecnæwe,adj, aware (+genitive of something)
gecocnian,v, to season food
gecocsian,v, to cook
gecor,n, choice
gecorennes,n, election
gecorenscipe,n, election
gecoronian,v, to crown
gecuman,vi, to move toward something
gecweþan,v, to speak
gecwician,v, to quicken
gecwide,n, a speech
gecwidræden,n, agreement
gecynd,n, nature as in the natural world
gecyndboc,n, the book of generation
gecyndelic,adj, natural
gecyndespræc,n, idiom
gecyrring,n, conversion
gecyþan,v, to report
gedal,n, a division
geddung,n, a similitude
gedefe,adj, appropriate
gediegan,v, to survive
gediht,n, a composition
gedon,v, to do
gedrefednes,n, trouble
gedrefend,n, troubler
gedrefnes,n, disturbance
gedritan,v, to defecate
gedruncnian,vi, to sink
gedryht,n, troop
gedwild,n, wandering
gedwimor,n, illusion
gedwol,adj, heretical
gedwola,n, an error
gedwolcræft,n, deceptive art
gedwolgod,n, a false god
gedwolmann,n, one who is mistaken
gedwolspræc,n, heretical speech
gedwolsum,adj, erroneous
gedwomer,n, necromancy
gedæfte,adj, mild
gedælan,v, to deal out
geeardian,v, to dwell (+ preposition in or on
geeaþmedan,v, to humiliate
geeaþmodian,v, to humiliate
geedfreolsian,v, to enfranchise again
geefenlæcan,v, to imitate
geerian,v, to plough
geetan,v, to eat together
gefangian,v, to fasten together
gefaran,v, to reach by going
gefea,n, joy
gefealdan,v, to fold up
gefeallan,vi, to fall
gefegan,v, to join
gefegnes,n, an association
gefelan,v, to be conscious of sensation
gefeoht,n, war
gefeohtan,v, to fight
gefeohtdæg,n, day of battle
gefeon,v, to rejoice
gefer,n, society
gefera,n, companion
gefere,adj, accessible
geferlæcan,vt, to keep somebody's or something's company or fellowship
geferræden,n, companionship
gefic,n, fraud
gefindan,v, to find
geflowan,v, to overflow
gefog,adj, fit
gefolgian,v, to follow
gefon,v, to catch
gefredan,v, to feel
gefrignan,v, to find out
gefroren,adj, frozen
gefræge,n, an inquiring
gefrætwian,v, to adorn
gefyllan,v, to complete
gefæd,adj, orderly
gefædera,n, godfather
gefæderan,n, plural of gefædera
gefær,n, sudden danger
gefæstnian,v, to fix
gegaderian,vt, to gather
gegaderung,n, a joining together
gegang,n, chance
gegangan,v, to go
gegierwan,v, to equip
gegncwide,n, answer
gegrapian,v, to grope
gegripan,v, to gripe
gegripennis,n, a taking or seizing
gegrundweallian,v, to found
gegræppian,v, to seize
gegyrdan,v, to gird
gehabban,v, to hold onto
gehat,n, promise
gehatan,v, to promise
gehatland,n, promised land
gehealdan,v, to keep
gehebban,v, to heave or raise up
gehende,adj, near
gehiegan,v, to execute
gehieran,v, to hear
gehierdan,v, to harden
gehierendlic,adj, audible
gehiersum,adj, obedient
gehiersumian,v, to obey [+ dative]
gehiersumnes,n, obedience
gehiertan,v, to hearten
gehiwian,v, to color
gehlow,n, mooing
gehnycned,v, drawn
geholian,v, to obtain
gehon,v, to hang
gehreran,v, to move
gehrespan,v, to tear
gehrinan,v, to touch
gehweorfan,v, to turn
gehwæde,adj, little
gehwædnes,n, sparingness
gehycgan,v, to think of
gehygd,n, thought
gehyrde,v, third-person and first-person singular preterite 
gehælan,v, to heal
gehæp,adj, suitable
gehðu,n, [care]]
geiewan,v, to show
geinlagian,v, to inlaw
geinnian,v, to restore
gelafian,v, to lave
gelanda,n, compatriot
geleafa,n, belief
geleaffull,adj, faithful
gelecgan,v, to lay
geleod,n, one of a nation
gelibban,v, to live
gelic,adj, like
gelica,n, an equal
gelician,v, to delight
geliclic,adj, likely
gelicnes,n, similarity
geliefan,v, to believe
geliesan,v, to redeem
geliffæstan,v, to make alive
geligre,n, the act of lying with someone
geliman,v, to glue
gelimp,n, event
gelimpan,v, to happen
gelogian,v, to place in order
gelom,adj, often
gelotendæg,n, afternoon
gelædan,v, to conduct
gelæfan,v, to leave
gelær,adj, unoccupied
gelæran,v, to teach
gelæred,adj, learned
gelæstan,v, to stand by (someone)
gelæte,n, intersection
gemacian,v, to make
gemagian,v, to recuperate
gemana,n, intercourse
gemang,n, a mixture
gemanian,v, to admonish
gemanigfealdian,v, to multiply
gemanigfieldan,v, to multiply
gemearcian,v, to mark
gemearcod,adj, marked
gemede,n, something agreeable
gemengan,v, to mingle
gemet,n, measure
gemetan,v, to meet
gemetfæt,n, a measuring vessel
gemimor,adj, existing in the mind or memory
geminsian,vt, to lessen
gemittan,v, to find
gemot,n, meeting
gemotern,n, meeting place
gemunan,v, to remember [+ acc or gen]
gemynd,n, memory
gemyndfull,adj, of good memory
